2025-05-12 13:25:24.331339 [INF] [CB_RO#trend] TrendStrength=_trendStrength,_trendStrength.Ewma,_trendStrength.DoubleEwma,_trendStrength.DoubleEwmaSlope,BuildUpInProgress,ReductionInProgress,_buildUpStepSize,_reductionStepSize,PositionMultiplier,TargetPosition,SlopeSignCount,TrendStatus
2025-05-12 15:46:59.264699 [INF] [CB_RO#trend] TrendStrength=-1,-0.02222709000752508,-0.008594276497393548,-3.9762028871464725E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:47:01.705513 [INF] [CB_RO#trend] TrendStrength=1,-0.021715976462521373,-0.008598213007383086,-3.971736086339807E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:47:03.174373 [INF] [CB_RO#trend] TrendStrength=-1,-0.022205118474290058,-0.008602295079023157,-3.997272262543268E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:47:03.505333 [INF] [CB_RO#trend] TrendStrength=-1,-0.022694015915052858,-0.008606522595273966,-4.022787414045478E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:47:16.907931 [INF] [CB_RO#trend] TrendStrength=-1,-0.023182668907095277,-0.008610895439167512,-4.078281553835695E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:47:17.323823 [INF] [CB_RO#trend] TrendStrength=-1,-0.023671077572641676,-0.008615413493807554,-4.133730694896171E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:47:23.474038 [INF] [CB_RO#trend] TrendStrength=-1,-0.0241592420338553,-0.00862007664236957,-4.189134864901467E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:47:26.954568 [INF] [CB_RO#trend] TrendStrength=-1,-0.02464716241283832,-0.008624884768100709,-4.274494091510879E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:47:27.005537 [INF] [CB_RO#trend] TrendStrength=-1,-0.025134838831631846,-0.008629837754319768,-4.359784402368886E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:47:32.173970 [INF] [CB_RO#trend] TrendStrength=-1,-0.025622271412215975,-0.008634935484417136,-4.4750058398041265E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:47:33.824916 [INF] [CB_RO#trend] TrendStrength=1,-0.025109460276509923,-0.008639877841854764,-4.560134446121578E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:47:49.074895 [INF] [CB_RO#trend] TrendStrength=-1,-0.025596905546371614,-0.00864496495016612,-4.675194278303332E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:48:03.253813 [INF] [CB_RO#trend] TrendStrength=1,-0.025084107093598484,-0.008649896692809148,-4.760161378599033E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:48:42.235392 [INF] [CB_RO#trend] TrendStrength=-1,-0.025571565040051633,-0.00865497319331332,-4.845059803935438E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:48:44.713958 [INF] [CB_RO#trend] TrendStrength=1,-0.025058779257531662,-0.008659894335132584,-4.899889596507271E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:00.424540 [INF] [CB_RO#trend] TrendStrength=-1,-0.025546249867902843,-0.008664960241792415,-4.954674798486082E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:02.983402 [INF] [CB_RO#trend] TrendStrength=-1,-0.02603347674296884,-0.008670170796742767,-5.009415437319705E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:11.924005 [INF] [CB_RO#trend] TrendStrength=-1,-0.0265204600045973,-0.008675525883505121,-5.06411154044123E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:11.982936 [INF] [CB_RO#trend] TrendStrength=-1,-0.02700719977459495,-0.008681025385672447,-5.118763135267962E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:12.144767 [INF] [CB_RO#trend] TrendStrength=-1,-0.027493696174707597,-0.008686669186909158,-5.173370249202114E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:13.135378 [INF] [CB_RO#trend] TrendStrength=-1,-0.02797994932662019,-0.00869245717095107,-5.257932909630628E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:21.296149 [INF] [CB_RO#trend] TrendStrength=1,-0.027465959351956937,-0.008698089221605372,-5.3124271439252895E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:21.994566 [INF] [CB_RO#trend] TrendStrength=1,-0.026952226372281014,-0.008703565462750574,-5.366876994142636E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:23.343892 [INF] [CB_RO#trend] TrendStrength=1,-0.02643875025909493,-0.008708886018189477,-5.391282487615668E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:26.675890 [INF] [CB_RO#trend] TrendStrength=1,-0.025925530883965438,-0.008714051011649208,-5.415667651662362E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:27.513898 [INF] [CB_RO#trend] TrendStrength=-1,-0.0264125681185234,-0.008719360566781268,-5.4400324988853124E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:32.755721 [INF] [CB_RO#trend] TrendStrength=-1,-0.026899361834464085,-0.008724814567161574,-5.464377041880693E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:32.755743 [INF] [CB_RO#trend] TrendStrength=-1,-0.0273859121535468,-0.008730412896437488,-5.488701293236697E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:32.806812 [INF] [CB_RO#trend] TrendStrength=-1,-0.02787221919746997,-0.008736155438327797,-5.513005265534929E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:45.713843 [INF] [CB_RO#trend] TrendStrength=-1,-0.028358283087871184,-0.00874204207662266,-5.537288971350224E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:59.174661 [INF] [CB_RO#trend] TrendStrength=-1,-0.028844103946327197,-0.008748072695183571,-5.561552423250134E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:59.276035 [INF] [CB_RO#trend] TrendStrength=-1,-0.02932968189435398,-0.008754247177943321,-5.6157956337949195E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:49:59.983676 [INF] [CB_RO#trend] TrendStrength=1,-0.02881501705340686,-0.00876026540890596,-5.669994615538528E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:02.033923 [INF] [CB_RO#trend] TrendStrength=1,-0.028300609544880215,-0.00876612751214675,-5.7241493957273935E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:04.494384 [INF] [CB_RO#trend] TrendStrength=1,-0.027786459240107832,-0.008771833611665138,-5.778260001593032E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:05.225107 [INF] [CB_RO#trend] TrendStrength=1,-0.027272566010487834,-0.008777383831384785,-5.8023264603516976E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:06.305841 [INF] [CB_RO#trend] TrendStrength=1,-0.026758929727482648,-0.008782778295153613,-5.7963727992039336E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:06.414938 [INF] [CB_RO#trend] TrendStrength=1,-0.026245550262618964,-0.008788017126743852,-5.760423030636355E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:11.714730 [INF] [CB_RO#trend] TrendStrength=1,-0.025732427487487712,-0.008793100449852076,-5.694501152427901E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:17.264833 [INF] [CB_RO#trend] TrendStrength=-1,-0.026219561273743915,-0.008798328388099243,-5.628631147658325E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:17.533997 [INF] [CB_RO#trend] TrendStrength=-1,-0.02670645149310699,-0.008803700825030744,-5.562812984717322E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:20.894604 [INF] [CB_RO#trend] TrendStrength=-1,-0.027193098267360383,-0.008809217644263444,-5.497046632012281E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:29.694371 [INF] [CB_RO#trend] TrendStrength=-1,-0.02767950171822665,-0.008814878729485632,-5.461332057967242E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:30.215708 [INF] [CB_RO#trend] TrendStrength=-1,-0.028165661967367483,-0.008820683964456994,-5.455645231024382E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:30.394393 [INF] [CB_RO#trend] TrendStrength=-1,-0.028651579136383745,-0.008826633233008573,-5.479962134343451E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:32.074655 [INF] [CB_RO#trend] TrendStrength=1,-0.02813725334681561,-0.008832426419042715,-5.5042587657929205E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:36.463750 [INF] [CB_RO#trend] TrendStrength=1,-0.027623184720142257,-0.008838063646533043,-5.528535137942943E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:37.105454 [INF] [CB_RO#trend] TrendStrength=1,-0.027109373127782242,-0.008843545039377416,-5.552791263356386E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:37.464538 [INF] [CB_RO#trend] TrendStrength=1,-0.02659581844121841,-0.00884887072139797,-5.577027154589354E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:42.054676 [INF] [CB_RO#trend] TrendStrength=-1,-0.027082520531997747,-0.008854340816341148,-5.601242824190486E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:47.753417 [INF] [CB_RO#trend] TrendStrength=1,-0.026568979271731803,-0.008859655207877763,-5.59543828470184E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:48.123981 [INF] [CB_RO#trend] TrendStrength=1,-0.026055694782095993,-0.008864814019750028,-5.55963754865843E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:50:52.653861 [INF] [CB_RO#trend] TrendStrength=1,-0.025542666934705003,-0.008869817375624514,-5.493864613888289E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:01.143742 [INF] [CB_RO#trend] TrendStrength=-1,-0.026029895601237595,-0.008874965399092197,-5.42814346352026E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:02.713763 [INF] [CB_RO#trend] TrendStrength=-1,-0.026516880653436922,-0.0088802579736685,-5.362474065992786E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:04.304774 [INF] [CB_RO#trend] TrendStrength=-1,-0.02700362221311015,-0.008885694982940333,-5.326856389761825E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:06.269875 [INF] [CB_RO#trend] TrendStrength=1,-0.02649012040200365,-0.008890976310566052,-5.291266403300958E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:07.544126 [INF] [CB_RO#trend] TrendStrength=-1,-0.026976875341802597,-0.008896402080275423,-5.28570408980071E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:09.184142 [INF] [CB_RO#trend] TrendStrength=-1,-0.027463386904131644,-0.008901972175722578,-5.310145432460903E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:10.854280 [INF] [CB_RO#trend] TrendStrength=1,-0.026949655210679636,-0.008907386480633064,-5.304566429191644E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:11.463599 [INF] [CB_RO#trend] TrendStrength=1,-0.026436180383074354,-0.008912645118803795,-5.298991092603234E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:12.783512 [INF] [CB_RO#trend] TrendStrength=1,-0.02592296229288287,-0.008917748213956017,-5.2934194205989105E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:15.605257 [INF] [CB_RO#trend] TrendStrength=1,-0.025410000811736486,-0.008922695889735351,-5.287851411083649E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:16.563892 [INF] [CB_RO#trend] TrendStrength=-1,-0.025897295811330562,-0.00892778826971183,-5.282287061963292E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:17.664176 [INF] [CB_RO#trend] TrendStrength=1,-0.025384347163424952,-0.008932725237379943,-5.246726371144206E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:20.193894 [INF] [CB_RO#trend] TrendStrength=-1,-0.025871654989843187,-0.00893780691630568,-5.211193336534733E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:23.474787 [INF] [CB_RO#trend] TrendStrength=-1,-0.026358719162348214,-0.008943033189979492,-5.205687941343962E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:25.023782 [INF] [CB_RO#trend] TrendStrength=1,-0.025845539802767097,-0.008948103941963327,-5.170186168790454E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:26.394859 [INF] [CB_RO#trend] TrendStrength=-1,-0.02633261703286566,-0.008953319295890598,-5.134712016801983E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:28.164002 [INF] [CB_RO#trend] TrendStrength=-1,-0.026819450724349173,-0.008958679135319135,-5.129265468607064E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:32.294129 [INF] [CB_RO#trend] TrendStrength=1,-0.026306040998987056,-0.008963883343878236,-5.123822507444031E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:35.323589 [INF] [CB_RO#trend] TrendStrength=-1,-0.026792887978487508,-0.00896923204526862,-5.148383131260183E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:43.105121 [INF] [CB_RO#trend] TrendStrength=1,-0.02627949153449832,-0.008974425123115387,-5.172923338003614E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:49.224332 [INF] [CB_RO#trend] TrendStrength=1,-0.025766351788731125,-0.008979462701115071,-5.167443140324107E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:51.123927 [INF] [CB_RO#trend] TrendStrength=1,-0.025253468612836817,-0.008984344902888589,-5.161966550864573E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:53.284384 [INF] [CB_RO#trend] TrendStrength=1,-0.024740841878530456,-0.00898907185198128,-5.1264935675600015E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:56.893245 [INF] [CB_RO#trend] TrendStrength=1,-0.024228471457591248,-0.008993643671862962,-5.061048188347017E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:51:57.845239 [INF] [CB_RO#trend] TrendStrength=1,-0.023716357221862508,-0.008998060485927961,-4.995654396463406E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:03.604950 [INF] [CB_RO#trend] TrendStrength=-1,-0.02420449904325152,-0.009002622417495158,-4.93031216045603E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:08.994397 [INF] [CB_RO#trend] TrendStrength=-1,-0.02469239679372984,-0.009007329349808028,-4.86502144888927E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:10.223831 [INF] [CB_RO#trend] TrendStrength=-1,-0.02518005059533292,-0.009012181166181686,-4.829782230345025E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:11.234175 [INF] [CB_RO#trend] TrendStrength=1,-0.02466746057003531,-0.009016877750002842,-4.764570473422304E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:15.964166 [INF] [CB_RO#trend] TrendStrength=1,-0.024155126839750348,-0.009021419224729767,-4.699410161437996E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:23.394072 [INF] [CB_RO#trend] TrendStrength=1,-0.02364304927633053,-0.009025805713745247,-4.634301263017545E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:26.054434 [INF] [CB_RO#trend] TrendStrength=1,-0.02313122775169242,-0.00903003734035663,-4.569243746804091E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:29.883833 [INF] [CB_RO#trend] TrendStrength=1,-0.022619662137816632,-0.009034114227795867,-4.504237581458639E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:37.984781 [INF] [CB_RO#trend] TrendStrength=-1,-0.02310835230674767,-0.009038336499219552,-4.469282735659018E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:43.624915 [INF] [CB_RO#trend] TrendStrength=-1,-0.023596798130594242,-0.009042704037708965,-4.464355178100329E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:44.074304 [INF] [CB_RO#trend] TrendStrength=-1,-0.024084999731528892,-0.00904721672641711,-4.4594308921952486E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:44.484465 [INF] [CB_RO#trend] TrendStrength=-1,-0.024572957231663074,-0.009051874448568684,-4.45450987606559E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:47.984239 [INF] [CB_RO#trend] TrendStrength=1,-0.024060670753047297,-0.009056377087460028,-4.4195921278342156E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:49.774188 [INF] [CB_RO#trend] TrendStrength=-1,-0.02454864041767072,-0.009061024766459091,-4.414701645624915E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:51.054365 [INF] [CB_RO#trend] TrendStrength=-1,-0.02503636609746183,-0.009065817368858392,-4.439814412862501E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:55.274122 [INF] [CB_RO#trend] TrendStrength=-1,-0.025523847914413048,-0.009070754778022059,-4.494906427681203E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:52:57.734808 [INF] [CB_RO#trend] TrendStrength=-1,-0.026011085990455787,-0.00907583687738579,-4.579953702915987E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:00.834103 [INF] [CB_RO#trend] TrendStrength=-1,-0.026498080447460506,-0.00908106355045681,-4.694932266094409E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:03.314126 [INF] [CB_RO#trend] TrendStrength=-1,-0.02698483140723672,-0.009086434680813845,-4.809818159429331E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:05.923843 [INF] [CB_RO#trend] TrendStrength=1,-0.026471338991533158,-0.009091650152107061,-4.8946114398096265E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:06.333734 [INF] [CB_RO#trend] TrendStrength=1,-0.02595810332203745,-0.00909671008805804,-4.949336164092842E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:08.653723 [INF] [CB_RO#trend] TrendStrength=-1,-0.026445124270376374,-0.009101914612312734,-5.004016374405077E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:11.224702 [INF] [CB_RO#trend] TrendStrength=1,-0.025931901708241244,-0.009106963608441513,-5.058652098148542E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:12.953812 [INF] [CB_RO#trend] TrendStrength=1,-0.02541893575738718,-0.009111857200086197,-5.083243362710536E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:17.693867 [INF] [CB_RO#trend] TrendStrength=1,-0.024906226289508542,-0.009116595510813022,-5.077814195462993E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:18.373846 [INF] [CB_RO#trend] TrendStrength=1,-0.024393773176363844,-0.009121178664112686,-5.042388609062705E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:23.064158 [INF] [CB_RO#trend] TrendStrength=1,-0.02388157628977572,-0.009125606783400384,-4.97699060145948E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:23.393845 [INF] [CB_RO#trend] TrendStrength=1,-0.023369635501630886,-0.009129879992015854,-4.881644155904294E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:32.344340 [INF] [CB_RO#trend] TrendStrength=-1,-0.023857950683880018,-0.009134298413223413,-4.786373240956744E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:37.653861 [INF] [CB_RO#trend] TrendStrength=1,-0.023346021708538136,-0.009138561930212006,-4.691177810494523E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:53:40.363913 [INF] [CB_RO#trend] TrendStrength=1,-0.022834348697683922,-0.009142670666242247,-4.596057818420825E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:54:03.933959 [INF] [CB_RO#trend] TrendStrength=1,-0.022322931523335136,-0.009146624744499374,-4.471013218664E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:54:08.913926 [INF] [CB_RO#trend] TrendStrength=1,-0.021811770057573523,-0.009150424288093296,-4.346067965178314E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:54:25.553788 [INF] [CB_RO#trend] TrendStrength=-1,-0.022300864172544684,-0.009154369420058631,-4.251221997243412E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:54:39.543990 [INF] [CB_RO#trend] TrendStrength=1,-0.021789713740458468,-0.00915816002335475,-4.156451254172869E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:55:02.725044 [INF] [CB_RO#trend] TrendStrength=1,-0.021278818883588294,-0.00916179622101282,-4.061755690013512E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:55:05.443318 [INF] [CB_RO#trend] TrendStrength=1,-0.020768179474146557,-0.009165278135988759,-3.9671352588374965E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:55:08.673736 [INF] [CB_RO#trend] TrendStrength=1,-0.02025779538440954,-0.009168605891163285,-3.872589914743173E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:55:25.065223 [INF] [CB_RO#trend] TrendStrength=-1,-0.020747666486717282,-0.009172079609341952,-3.7781196118538697E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:55:26.693908 [INF] [CB_RO#trend] TrendStrength=-1,-0.02123729265347387,-0.00917569917325519,-3.713724304318412E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:55:28.504388 [INF] [CB_RO#trend] TrendStrength=-1,-0.02172667400714708,-0.009179464465705358,-3.679379946311054E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:55:33.005219 [INF] [CB_RO#trend] TrendStrength=-1,-0.022215810670143454,-0.009183375369566689,-3.6750625067314205E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:55:39.794680 [INF] [CB_RO#trend] TrendStrength=-1,-0.022704702764808328,-0.009187431767785262,-3.7007479691965326E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:55:48.049147 [INF] [CB_RO#trend] TrendStrength=1,-0.02219335041342598,-0.009191333543378954,-3.6964123320323145E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:56:11.605470 [INF] [CB_RO#trend] TrendStrength=-1,-0.022682253738219214,-0.009195380819437406,-3.722079608265566E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:56:17.364064 [INF] [CB_RO#trend] TrendStrength=1,-0.022170912611350162,-0.009199273478974979,-3.747725796215788E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:56:30.825250 [INF] [CB_RO#trend] TrendStrength=-1,-0.022659827155044433,-0.009203311645077799,-3.8033509089039837E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:57:05.124282 [INF] [CB_RO#trend] TrendStrength=1,-0.022148497241466968,-0.009207195200756715,-3.858930959342935E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:57:16.055543 [INF] [CB_RO#trend] TrendStrength=-1,-0.02263742299284618,-0.009211224269094341,-3.914465975238951E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:57:18.164373 [INF] [CB_RO#trend] TrendStrength=-1,-0.023126104281349705,-0.009215398733098018,-3.969955984282729E-06,False,False,1,1,1,-0.01,-2,None
