2025-05-12 13:25:24.331339 [INF] [CB_RO#trend] TrendStrength=_trendStrength,_trendStrength.Ewma,_trendStrength.DoubleEwma,_trendStrength.DoubleEwmaSlope,BuildUpInProgress,ReductionInProgress,_buildUpStepSize,_reductionStepSize,PositionMultiplier,TargetPosition,SlopeSignCount,TrendStatus
2025-05-12 15:34:01.606266 [INF] [CB_RO#trend] TrendStrength=-1,-0.01886756638008522,-0.00798059509785899,-3.2090315081233916E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:34:07.024236 [INF] [CB_RO#trend] TrendStrength=1,-0.018358132596895234,-0.0079837083591087,-3.20526985557925E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:34:11.273805 [INF] [CB_RO#trend] TrendStrength=1,-0.01784895353059684,-0.007986667932660146,-3.1715107310023583E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:34:13.053865 [INF] [CB_RO#trend] TrendStrength=1,-0.0173400290538316,-0.007989473940996496,-3.1377781329345807E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:34:14.873735 [INF] [CB_RO#trend] TrendStrength=-1,-0.01783135903930463,-0.00799242650652599,-3.134072045218872E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:34:25.075050 [INF] [CB_RO#trend] TrendStrength=1,-0.017322443359785035,-0.007995225511581968,-3.100368451706623E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:34:26.773737 [INF] [CB_RO#trend] TrendStrength=1,-0.016813782138105197,-0.007997871078569925,-3.0366913509582635E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:34:29.153653 [INF] [CB_RO#trend] TrendStrength=1,-0.0163053752470362,-0.008000363329820466,-2.9430647268353926E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:34:43.624704 [INF] [CB_RO#trend] TrendStrength=-1,-0.016797222559412628,-0.008003002387589343,-2.8795125485078787E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:34:57.474378 [INF] [CB_RO#trend] TrendStrength=-1,-0.01728882394813287,-0.008005788134057504,-2.8460107704632654E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:34:58.344183 [INF] [CB_RO#trend] TrendStrength=-1,-0.01778017953615875,-0.008008720451478135,-2.8125353619144754E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:35:00.275451 [INF] [CB_RO#trend] TrendStrength=-1,-0.018271289446390615,-0.008011799222176609,-2.809086306790852E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:35:01.053819 [INF] [CB_RO#trend] TrendStrength=-1,-0.018762153801667365,-0.008015024328550455,-2.83563958903086E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:35:03.314135 [INF] [CB_RO#trend] TrendStrength=-1,-0.019252772724766477,-0.008018395653069318,-2.892171207282204E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:35:03.873980 [INF] [CB_RO#trend] TrendStrength=1,-0.01874314633840415,-0.00802161307827492,-2.918657174892994E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:35:07.124783 [INF] [CB_RO#trend] TrendStrength=1,-0.018233774765235005,-0.008024676726781007,-2.945121519903893E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:35:10.494816 [INF] [CB_RO#trend] TrendStrength=-1,-0.018724657877852335,-0.008027886721126328,-3.0015642556403474E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:35:14.344036 [INF] [CB_RO#trend] TrendStrength=-1,-0.019215295548913356,-0.008031242943774664,-3.087961395419753E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:35:23.003839 [INF] [CB_RO#trend] TrendStrength=-1,-0.019705687901138847,-0.008034745277261873,-3.1742889672529627E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:35:26.015462 [INF] [CB_RO#trend] TrendStrength=1,-0.019195835057188335,-0.00803809360419585,-3.2305470138344757E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:35:26.634148 [INF] [CB_RO#trend] TrendStrength=1,-0.0186862371396598,-0.008041288047256488,-3.2567595778352707E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:36:11.315045 [INF] [CB_RO#trend] TrendStrength=1,-0.018176894021090025,-0.008044328729048637,-3.2529506872028614E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:36:12.705872 [INF] [CB_RO#trend] TrendStrength=1,-0.017667805574079536,-0.008047215772102146,-3.219144355169103E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:36:15.683834 [INF] [CB_RO#trend] TrendStrength=1,-0.01715897167129255,-0.008049949298871904,-3.1553645802585155E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:36:20.224372 [INF] [CB_RO#trend] TrendStrength=1,-0.016650392185456962,-0.008052529431737879,-3.091635346295918E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:36:25.164051 [INF] [CB_RO#trend] TrendStrength=-1,-0.01714206698936418,-0.008055256293005167,-3.0579566224160636E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:36:27.294323 [INF] [CB_RO#trend] TrendStrength=-1,-0.01763349595586944,-0.008058129764904026,-3.024304377769772E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:36:29.454010 [INF] [CB_RO#trend] TrendStrength=1,-0.017124679207891562,-0.008060849729736922,-2.9606785962258547E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:36:31.995098 [INF] [CB_RO#trend] TrendStrength=-1,-0.01761611686828756,-0.008063716309878486,-2.8971032616613435E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:36:35.524618 [INF] [CB_RO#trend] TrendStrength=-1,-0.018107308809853364,-0.008066729387628478,-2.8635783432628613E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:36:45.025116 [INF] [CB_RO#trend] TrendStrength=1,-0.017598255155448495,-0.008069588845358824,-2.8300798102336155E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:36:45.493766 [INF] [CB_RO#trend] TrendStrength=1,-0.017089456027870827,-0.008072294805513577,-2.796607646493934E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:36:53.983867 [INF] [CB_RO#trend] TrendStrength=-1,-0.01758091129985684,-0.00807514739046188,-2.7931618359733344E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:37:07.193540 [INF] [CB_RO#trend] TrendStrength=1,-0.017072120844206964,-0.008077846482498003,-2.7897183626099387E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:37:13.504824 [INF] [CB_RO#trend] TrendStrength=-1,-0.017563584783784808,-0.008080692203988387,-2.816277225050831E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:37:22.814883 [INF] [CB_RO#trend] TrendStrength=1,-0.017054802991392972,-0.008083384437224608,-2.812814421944074E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:37:23.463943 [INF] [CB_RO#trend] TrendStrength=1,-0.01654627558989733,-0.008085923304570409,-2.779353966638268E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:37:34.664272 [INF] [CB_RO#trend] TrendStrength=-1,-0.017038002452102328,-0.008088608928314669,-2.7759198577746725E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:37:34.742194 [INF] [CB_RO#trend] TrendStrength=-1,-0.017529483450876224,-0.008091441190671437,-2.772488079295053E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:37:55.174127 [INF] [CB_RO#trend] TrendStrength=-1,-0.018020718709150733,-0.00809441997392698,-2.769058629850142E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:37:55.893460 [INF] [CB_RO#trend] TrendStrength=-1,-0.018511708349796104,-0.008097545160439739,-2.795631508091534E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:38:03.184403 [INF] [CB_RO#trend] TrendStrength=-1,-0.01900245249562115,-0.008100816632640293,-2.852182712671618E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:38:03.314674 [INF] [CB_RO#trend] TrendStrength=-1,-0.019492951269373286,-0.008104234273031313,-2.908688256943355E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:38:07.844082 [INF] [CB_RO#trend] TrendStrength=-1,-0.019983204793738545,-0.008107797964187525,-2.9951481689521884E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:38:47.633860 [INF] [CB_RO#trend] TrendStrength=1,-0.01947321319134173,-0.00811120758875567,-3.051538476728233E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:38:48.564069 [INF] [CB_RO#trend] TrendStrength=1,-0.018963476584746116,-0.008114463269454466,-3.10788322298583E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:03.314486 [INF] [CB_RO#trend] TrendStrength=-1,-0.01945399484645369,-0.008117865128927567,-3.19418243571578E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:09.353656 [INF] [CB_RO#trend] TrendStrength=1,-0.01894426784903052,-0.008121113049743597,-3.2504121428928583E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:18.333956 [INF] [CB_RO#trend] TrendStrength=-1,-0.01943479571510595,-0.008124507154543206,-3.3065963871769384E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:21.920083 [INF] [CB_RO#trend] TrendStrength=-1,-0.019925078317248344,-0.008128047325892016,-3.362735196503659E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:22.294168 [INF] [CB_RO#trend] TrendStrength=-1,-0.020415115778089667,-0.008131733446427675,-3.418828598793569E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:23.294351 [INF] [CB_RO#trend] TrendStrength=-1,-0.02090490822020057,-0.008135565398859807,-3.4748766219514295E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:24.294906 [INF] [CB_RO#trend] TrendStrength=-1,-0.021394455766090417,-0.008139543065969975,-3.5308792938662167E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:24.498805 [INF] [CB_RO#trend] TrendStrength=-1,-0.02188375853820732,-0.008143666330611646,-3.586836642412161E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:24.805769 [INF] [CB_RO#trend] TrendStrength=-1,-0.02237281665893816,-0.008147935075710143,-3.672748695447356E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:27.934140 [INF] [CB_RO#trend] TrendStrength=-1,-0.02286163025060864,-0.008152349184262612,-3.7885914808145556E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:34.813924 [INF] [CB_RO#trend] TrendStrength=-1,-0.02335019943548328,-0.008156908539337978,-3.904341041041128E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:39.424981 [INF] [CB_RO#trend] TrendStrength=1,-0.022838524335765595,-0.008161313024076905,-4.0199974333307926E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:39.954144 [INF] [CB_RO#trend] TrendStrength=1,-0.022327105073597767,-0.008165562761691761,-4.10556071485553E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:41.005328 [INF] [CB_RO#trend] TrendStrength=1,-0.021815941521061023,-0.00816965787531957,-4.1610549427554756E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:42.305660 [INF] [CB_RO#trend] TrendStrength=-1,-0.02230503355030044,-0.008173898488022064,-4.216504159438965E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:39:42.574089 [INF] [CB_RO#trend] TrendStrength=-1,-0.022793881033525237,-0.008178284482785715,-4.271908392590798E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:40:01.884784 [INF] [CB_RO#trend] TrendStrength=-1,-0.02328248409300842,-0.008182815742668782,-4.327267669880682E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:40:12.834197 [INF] [CB_RO#trend] TrendStrength=1,-0.02277084285096197,-0.008187192150801268,-4.352582018962193E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:40:16.194363 [INF] [CB_RO#trend] TrendStrength=-1,-0.023259457429536435,-0.008191713830384889,-4.377875467474583E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:40:25.005142 [INF] [CB_RO#trend] TrendStrength=1,-0.022747827700821722,-0.00819608066454602,-4.373148028340851E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:40:30.555003 [INF] [CB_RO#trend] TrendStrength=1,-0.022236453786971366,-0.008200292776482748,-4.3384237144769576E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:40:46.313957 [INF] [CB_RO#trend] TrendStrength=-1,-0.022725335560077827,-0.008204650289317826,-4.3337265240920434E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:41:06.064278 [INF] [CB_RO#trend] TrendStrength=-1,-0.023213972892297735,-0.008209153086098719,-4.3590324406957495E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:41:18.984170 [INF] [CB_RO#trend] TrendStrength=-1,-0.023702365905851532,-0.008213801049944644,-4.414317462507304E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:41:19.295240 [INF] [CB_RO#trend] TrendStrength=-1,-0.024190514722898553,-0.00821859406404653,-4.469557602446508E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:41:22.577190 [INF] [CB_RO#trend] TrendStrength=1,-0.02367841946553716,-0.008223232011666975,-4.494752888126001E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:41:22.884147 [INF] [CB_RO#trend] TrendStrength=1,-0.023166580255804446,-0.008227715016140216,-4.489927347143402E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:41:25.294138 [INF] [CB_RO#trend] TrendStrength=-1,-0.02365499696567649,-0.008232343200725075,-4.515104992380663E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:41:29.263778 [INF] [CB_RO#trend] TrendStrength=-1,-0.0241431694671936,-0.008237116448605015,-4.540261822012607E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:41:32.123734 [INF] [CB_RO#trend] TrendStrength=1,-0.02363109788246006,-0.00824173464303517,-4.565397848915048E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:41:36.054310 [INF] [CB_RO#trend] TrendStrength=1,-0.023119282333518888,-0.008246197907342314,-4.590513085956683E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:41:40.724496 [INF] [CB_RO#trend] TrendStrength=1,-0.022607722692352183,-0.008250506364777817,-4.585607545999105E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:41:46.883173 [INF] [CB_RO#trend] TrendStrength=-1,-0.023096418831005952,-0.008254960138517686,-4.580705241896688E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:41:59.234706 [INF] [CB_RO#trend] TrendStrength=-1,-0.023584870621590395,-0.008259559111662608,-4.575806171796398E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:00.813911 [INF] [CB_RO#trend] TrendStrength=-1,-0.024073078186279545,-0.008264303167384992,-4.570910333846247E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:01.276951 [INF] [CB_RO#trend] TrendStrength=-1,-0.024561041647186352,-0.008269192188928931,-4.5960177261956255E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:04.694083 [INF] [CB_RO#trend] TrendStrength=1,-0.024048761126362814,-0.008273926059610161,-4.621104346994552E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:14.963772 [INF] [CB_RO#trend] TrendStrength=1,-0.02353673674579969,-0.008278504902816017,-4.61617020909421E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:18.744254 [INF] [CB_RO#trend] TrendStrength=1,-0.023024968377426847,-0.0082829288418584,-4.58123932533857E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:20.594024 [INF] [CB_RO#trend] TrendStrength=1,-0.02251345589323819,-0.008287197999973813,-4.546335693864263E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:34.454341 [INF] [CB_RO#trend] TrendStrength=-1,-0.023002199165291518,-0.008291612500323408,-4.541459298109361E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:40.674229 [INF] [CB_RO#trend] TrendStrength=-1,-0.023490698065708818,-0.008296172225993024,-4.566586121520708E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:50.743719 [INF] [CB_RO#trend] TrendStrength=-1,-0.02397895271667591,-0.00830087706014023,-4.591692162254392E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:57.273787 [INF] [CB_RO#trend] TrendStrength=1,-0.02346696324031763,-0.008305426885994283,-4.586777433167495E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:58.117300 [INF] [CB_RO#trend] TrendStrength=-1,-0.02395522975869742,-0.008310121826856094,-4.581865947110228E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:58.167653 [INF] [CB_RO#trend] TrendStrength=-1,-0.024443252143818015,-0.008314961765951182,-4.576957702225049E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:58.167669 [INF] [CB_RO#trend] TrendStrength=-1,-0.02493103051774605,-0.00831994658657672,-4.602052696655798E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:58.217732 [INF] [CB_RO#trend] TrendStrength=-1,-0.025418565002487126,-0.008325076172101492,-4.657126928547459E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:58.217750 [INF] [CB_RO#trend] TrendStrength=-1,-0.02590585571998583,-0.008330350405965857,-4.742156410745581E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:58.217768 [INF] [CB_RO#trend] TrendStrength=-1,-0.026392902792125784,-0.008335769171681703,-4.857117170788995E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:58.322882 [INF] [CB_RO#trend] TrendStrength=-1,-0.026879706340729666,-0.008341332352832418,-4.971985250900972E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:42:58.379711 [INF] [CB_RO#trend] TrendStrength=-1,-0.027366266487559247,-0.008347039833072835,-5.086760707981134E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:01.284090 [INF] [CB_RO#trend] TrendStrength=1,-0.026852583354315524,-0.008352591496129207,-5.171443598897714E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:02.073660 [INF] [CB_RO#trend] TrendStrength=1,-0.026339157062638424,-0.008357987465799159,-5.256057980487609E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:04.863964 [INF] [CB_RO#trend] TrendStrength=-1,-0.026825987484107052,-0.008363527865804651,-5.340603894855682E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:16.554048 [INF] [CB_RO#trend] TrendStrength=1,-0.026312574490365056,-0.008368912579792017,-5.395081384083553E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:18.880923 [INF] [CB_RO#trend] TrendStrength=1,-0.025799418203119928,-0.008374141731479016,-5.41951449022967E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:18.880940 [INF] [CB_RO#trend] TrendStrength=1,-0.025286518494018424,-0.008379215444507777,-5.4139272406284956E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:18.880953 [INF] [CB_RO#trend] TrendStrength=1,-0.02477387523477147,-0.008384133842444855,-5.378343647899874E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:18.931475 [INF] [CB_RO#trend] TrendStrength=1,-0.024261488297154143,-0.008388897048781268,-5.312787709956489E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:18.931490 [INF] [CB_RO#trend] TrendStrength=1,-0.023749357553005623,-0.008393505186932534,-5.2172834100116736E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:19.008839 [INF] [CB_RO#trend] TrendStrength=-1,-0.024237482874229065,-0.008398258380238723,-5.12185471658877E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:28.954226 [INF] [CB_RO#trend] TrendStrength=-1,-0.0247253641327919,-0.008403156511964488,-5.056501583528168E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:38.664674 [INF] [CB_RO#trend] TrendStrength=1,-0.02421300145072556,-0.008407899465446116,-4.991199964695693E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:42.604891 [INF] [CB_RO#trend] TrendStrength=1,-0.023700894950000252,-0.00841248736409148,-4.895949828682966E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:49.283858 [INF] [CB_RO#trend] TrendStrength=-1,-0.0241890445025252,-0.008417220331233011,-4.830775144099367E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:43:50.393587 [INF] [CB_RO#trend] TrendStrength=-1,-0.024676949980273883,-0.008422098250127722,-4.795651864870562E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:44:01.274032 [INF] [CB_RO#trend] TrendStrength=-1,-0.025164611505283693,-0.008427121004104268,-4.790555959649154E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:44:02.673427 [INF] [CB_RO#trend] TrendStrength=1,-0.02465202919953111,-0.008431988476562896,-4.785463411804102E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:44:03.994237 [INF] [CB_RO#trend] TrendStrength=1,-0.0241397031849314,-0.008436700790975407,-4.7803742194138524E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:44:06.593633 [INF] [CB_RO#trend] TrendStrength=1,-0.02362763333333899,-0.008441258070738115,-4.775288380558066E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:44:11.833996 [INF] [CB_RO#trend] TrendStrength=1,-0.023115819516672378,-0.008445660439171896,-4.740205893317278E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:44:21.374670 [INF] [CB_RO#trend] TrendStrength=-1,-0.02360426160691399,-0.008450208019522218,-4.705150755772956E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:44:33.073897 [INF] [CB_RO#trend] TrendStrength=-1,-0.024092459476110478,-0.008454900694959194,-4.700122951307832E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:06.854080 [INF] [CB_RO#trend] TrendStrength=-1,-0.02458041324637237,-0.008459738348724617,-4.725098463313586E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:07.148098 [INF] [CB_RO#trend] TrendStrength=-1,-0.02506812303974913,-0.008464720864131922,-4.750053289891143E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:09.824680 [INF] [CB_RO#trend] TrendStrength=1,-0.02455558897822931,-0.008469548124566151,-4.744987443842941E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:10.083767 [INF] [CB_RO#trend] TrendStrength=1,-0.02404331118374025,-0.008474220253483903,-4.70992493796351E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:12.534791 [INF] [CB_RO#trend] TrendStrength=-1,-0.024531289528148325,-0.008479037374266302,-4.704889770340559E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:12.705398 [INF] [CB_RO#trend] TrendStrength=-1,-0.025019023883384197,-0.008483999370219037,-4.729857924362993E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:18.924684 [INF] [CB_RO#trend] TrendStrength=1,-0.02450651437144256,-0.008488806124719403,-4.754805398128788E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:19.114043 [INF] [CB_RO#trend] TrendStrength=1,-0.023994261114256895,-0.008493457761216263,-4.779732204436733E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:23.554267 [INF] [CB_RO#trend] TrendStrength=-1,-0.024482263983699713,-0.008498254403083008,-4.804638356079028E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:24.994038 [INF] [CB_RO#trend] TrendStrength=1,-0.02397002285170792,-0.008502895933617595,-4.799523865840066E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:25.796417 [INF] [CB_RO#trend] TrendStrength=-1,-0.024458037840282013,-0.008507682476189594,-4.794412746497723E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:25.848180 [INF] [CB_RO#trend] TrendStrength=-1,-0.02494580882136182,-0.008512613914093144,-4.789304996122117E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:26.654248 [INF] [CB_RO#trend] TrendStrength=-1,-0.025433335916951082,-0.008517690130694,-4.814200612784925E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:42.705538 [INF] [CB_RO#trend] TrendStrength=1,-0.024920619248992665,-0.00852261100942949,-4.839075594558623E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:46.093301 [INF] [CB_RO#trend] TrendStrength=1,-0.024408158939368225,-0.00852737667380847,-4.833929954216852E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:47.834217 [INF] [CB_RO#trend] TrendStrength=-1,-0.024895954859898487,-0.008532287247264297,-4.828787704526036E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:50.923674 [INF] [CB_RO#trend] TrendStrength=1,-0.024383506882468594,-0.008537042613154858,-4.8236488435455385E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:51.963861 [INF] [CB_RO#trend] TrendStrength=1,-0.023871315129027414,-0.008541642894909619,-4.818513369335593E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:45:58.263889 [INF] [CB_RO#trend] TrendStrength=1,-0.02335937947146296,-0.008546088215882585,-4.7833812799576506E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:46:00.583263 [INF] [CB_RO#trend] TrendStrength=1,-0.022847699781727283,-0.008550378699352337,-4.748276573474271E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:46:05.844047 [INF] [CB_RO#trend] TrendStrength=1,-0.022336275931836475,-0.008554514468522083,-4.68319923324894E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:46:09.944695 [INF] [CB_RO#trend] TrendStrength=1,-0.021825107793870615,-0.008558495646519688,-4.588173242654411E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:46:10.005397 [INF] [CB_RO#trend] TrendStrength=1,-0.021314195239973736,-0.008562322356397725,-4.463222570372412E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:46:13.534238 [INF] [CB_RO#trend] TrendStrength=-1,-0.021803538142353696,-0.008566294721133511,-4.368371170402133E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:46:18.993519 [INF] [CB_RO#trend] TrendStrength=1,-0.021292636373282575,-0.008570112623629155,-4.273594982068425E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:46:21.414397 [INF] [CB_RO#trend] TrendStrength=-1,-0.02178199005509588,-0.008574076186858593,-4.1788939594295665E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:46:32.228027 [INF] [CB_RO#trend] TrendStrength=-1,-0.02227109906006828,-0.008578185293720555,-4.114268056569677E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:46:38.344208 [INF] [CB_RO#trend] TrendStrength=1,-0.021759963510538303,-0.0085821398271856,-4.0496932275981345E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:46:43.123846 [INF] [CB_RO#trend] TrendStrength=-1,-0.02224908352878298,-0.008586239910296079,-4.015169441349414E-06,False,False,1,1,1,-0.01,-2,None
2025-05-12 15:46:54.504118 [INF] [CB_RO#trend] TrendStrength=1,-0.021737958987018642,-0.008590185426019095,-3.980672666675789E-06,False,False,1,1,1,-0.01,-2,None
