trend_strength_value,trend_strength_ewma,trend_strength_double_ewma,trend_strength_double_ewma_slope,buildup_in_progress,reduction_in_progress,buildup_step_size,reduction_step_size,position_multiplier,target_position,slope_sign_count,trend_status
1,-0.00950685520664717,-0.009986231436085485,-5.81672704731695E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010002101779043792,-0.009986236197188374,-5.662283336510532E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009497100728154326,-0.009986089456547664,-2.5079623081590564E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.009992352177790195,-0.009986091335364038,-2.3561638872772462E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010487356001701245,-0.009986241714763939,-2.2044865289304328E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01098211232370034,-0.00998654047594662,-5.0529301590454546E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010476621267538545,-0.009986687500184097,-4.8990947035774944E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009971382956904832,-0.009986682908821114,-4.745381558552558E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009466397265426436,-0.009986526823128096,-1.5917906491871858E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.009961664066793668,-0.009986519364301196,-1.4407219007216143E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010456683234760216,-0.009986660413462333,-4.289773768480915E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010951454893142781,-0.009986949851806237,-7.136546178627968E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011445979165696155,-0.009987387560600405,-1.2981040527406535E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011940256176113252,-0.009987973421185058,-1.8820858210203545E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01243428604802514,-0.00998870731497311,-2.465600209170665E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.012928068905001073,-0.009989589123450118,-3.048647503499022E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013421604870548519,-0.009990618728174246,-3.931227990149749E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013914894068113191,-0.009991796010776228,-5.113101955113789E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01340793662107919,-0.009992820852959319,-6.294029831223E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.012901232652768706,-0.009993693376499262,-7.17401219806589E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013394782036442267,-0.009994713703097244,-8.053289634910726E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01388808464542399,-0.009995881714379942,-8.931862573705388E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.013381140603101334,-0.009996897292046558,-9.509731446153205E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01387445003279973,-0.009998060557868784,-1.008713668372574E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.014367512807783275,-0.009999371393543758,-1.0664078570648758E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01386032905137944,-0.010000529680841109,-1.0940557390990216E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.013353398886853806,-0.010001535541602912,-1.0916813428666142E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013846722187410326,-0.010002689097596655,-1.089308682042725E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.014339798826316566,-0.01000399023051527,-1.116937755595189E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.013832628926903463,-0.010005138822124188,-1.1445445624926402E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.013325712612440067,-0.010006134994261284,-1.1421291164040101E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.012819049756133903,-0.010006978868689847,-1.1097154309904975E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01331264023125578,-0.010007970567098616,-1.107327505205785E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013805983911140098,-0.010009109971101828,-1.1049413233044091E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.014299080919184474,-0.010010396962386252,-1.1025568842493518E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.013791931378724937,-0.010011531422711153,-1.100174187004463E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01428503541303552,-0.010012813473908252,-1.1277932305339342E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.014777892895328949,-0.010014242997734677,-1.1553900138022364E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01527050394888123,-0.010015819876020021,-1.1829645504750005E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.015762868696906733,-0.010017543990666285,-1.2405168542097001E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.015254987262558337,-0.010019115223647854,-1.2980229386569745E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.014747359768927115,-0.010020533697011438,-1.355482832159083E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.014239986089042707,-0.010021799532729048,-1.3828965630431968E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.013732866095998242,-0.010022912852698029,-1.3802881596200813E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.0132259996629503,-0.010023873778741104,-1.3476816354851887E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01271938666311888,-0.010024682432606418,-1.3151009895264604E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.012213026969787377,-0.01002533893596757,-1.2525462059318968E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01170692045630254,-0.010025843410423672,-1.1600412688994589E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011201066996074444,-0.010026195977499366,-1.0376101479345201E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010695466462576462,-0.01002639675864489,-8.852767978604487E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01019011872934523,-0.0100264458752361,-7.330651588246737E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010685023669980503,-0.010026643448574525,-6.109751563086741E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011179681158145459,-0.010026989359887396,-5.189827158347953E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011674091317566332,-0.0100274834904747,-4.570637776670633E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011168254271907605,-0.010027825721709129,-3.951942968025146E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010662670144771706,-0.010028016175036047,-3.3337424296293883E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010157338809699375,-0.010028054971826447,-2.7160358588764617E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.00965226014029458,-0.010027942233376988,-2.0988229533155933E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009147434010224489,-0.010027678080910042,-1.482103410676422E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.008642860293219432,-0.010027262635573736,-8.658769288464457E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.008138538863072878,-0.010026696018441986,-2.5014320588490067E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.008634469593641286,-0.010026278350514546,3.650980599789744E-08,FALSE,TRUE,1,1,0,0.00,0,Reduction
1,-0.008130152358844522,-0.010025709512717045,1.2798471703510949E-07,FALSE,FALSE,1,1,0,0.00,1,None
-1,-0.008626087282665045,-0.010025289626048029,2.1938644266701612E-07,TRUE,FALSE,1,1,1,0.01,2,BuildUp
-1,-0.009121774239023658,-0.010025018571431923,2.807150277206114E-07,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.008617213351904202,-0.010024596229866064,3.4199451699832434E-07,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.008112904745228305,-0.010024022722420672,4.0322494057748457E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.008608848292855636,-0.010023598170091803,4.3440632851842604E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.009104543868709153,-0.01002332245380139,4.355627108652491E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.009599991596774743,-0.010023195454544283,4.0671810294535397E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.010095191600976302,-0.010023217053388213,3.478965053772473E-07,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.009590144005175869,-0.010023087131473749,3.1912190407972633E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.010085348933173225,-0.01002310581001426,2.603702702785177E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.010580306258706585,-0.010023272970148867,2.01665589916189E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.011075016105577177,-0.010023588493089496,1.4300783424264774E-07,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.010569478597524445,-0.010023752260120826,8.439697452376077E-08,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.010064193858225738,-0.010023764392600257,2.5832982041527896E-08,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.00955916176129668,-0.010023625011810866,-2.6841719062697946E-09,FALSE,TRUE,1,1,0,0.00,0,Reduction
-1,-0.010054382180415978,-0.010023634238961446,-3.1178516005613E-08,FALSE,FALSE,1,1,0,0.00,-1,None
-1,-0.010549354989325715,-0.010023791955186555,-5.965006422727071E-08,TRUE,FALSE,1,1,1,-0.01,-2,BuildUp
-1,-0.011044080311830998,-0.010024098041693548,-8.809883053351175E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010538558271675139,-0.010024252379762543,-1.1652482887949262E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010033288992539358,-0.010024255090746377,-1.1492807321170085E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009528272348043144,-0.010024106295923565,-8.333257746975797E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010023508211869068,-0.010024106116498349,-5.176234088525439E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01051849645776308,-0.010024254433600728,-5.021734799017657E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011013237209534144,-0.010024551128433508,-7.867358332511176E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011507730590929322,-0.010024996082272256,-1.3710704613902057E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.012001976725633802,-0.010025589176465266,-1.9549375038195594E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011495975737271041,-0.010026030292433508,-2.2383372469524792E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011990227749402352,-0.010026619551670599,-2.521509977050293E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011484232635527706,-0.010027056835595755,-2.8044558332118025E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010978490519209997,-0.01002734226570084,-3.0871749544629514E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011473001273950336,-0.010027775963403315,-3.6696674797498385E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011967264773313308,-0.010028357810046287,-4.2516935479380844E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011461281140926706,-0.010028787687045551,-4.533253444823429E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01195555050035619,-0.010029365715889546,-4.814587456037494E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.012449572725105957,-0.01003009177799231,-5.095695720054583E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01294334793874335,-0.010030965754840537,-5.376578375270933E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013436876264773924,-0.010031987527993518,-5.957235560009877E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.012930157826641593,-0.010032856979083111,-6.237427412512583E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.012423692747728329,-0.010033574229813704,-6.517394217949238E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01191748090135452,-0.010034139401815167,-6.797136114327502E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.012411522160903788,-0.010034852616642893,-7.076653239578706E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.012905316399823282,-0.010035713755777848,-7.355945731561328E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013398863741623315,-0.010036722700773602,-7.935013728050527E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01289216430975256,-0.010037579333256297,-8.213617366751441E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01238571822759774,-0.0100382837749246,-8.1919969322896E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011879525368483997,-0.010038836147402669,-7.870392562132206E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01137358560579981,-0.010039236572240188,-7.249044246669667E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011867898812996856,-0.010039785170912415,-6.928191829303973E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011361964863590413,-0.01004018182482022,-6.607595006515033E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010856283881158673,-0.01004042665543712,-6.287253621952218E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01135085573921804,-0.010040819784162254,-5.967167519360314E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011845180311348376,-0.01004136109232041,-5.647336542562164E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011339257721192758,-0.010041750461309071,-5.027760535469133E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010833588092332218,-0.010041988012598377,-4.408679342080002E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010328171298286108,-0.010042073867584083,-3.7900926594825607E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.00982300721263702,-0.010042008147587598,-3.1720001849293995E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010318095709030648,-0.010042090973856032,-2.8544016158447983E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009812936661176188,-0.010042022227562229,-2.2370566498137317E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009308030192845656,-0.010041802029951814,-1.6202051315947902E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.00880337617774929,-0.010041430502196153,-1.0038467590338385E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.00829897448966047,-0.010040907765392394,-8.798123013985248E-09,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.007794825002415696,-0.010040233940563501,1.127151756909195E-07,FALSE,TRUE,1,1,0,0.00,0,Reduction
1,-0.007290927589914543,-0.010039409148658305,2.3413126507658422E-07,FALSE,FALSE,1,1,0,0.00,1,None
-1,-0.007787282126119532,-0.010038733510551543,3.254502046834071E-07,TRUE,FALSE,1,1,1,0.01,2,BuildUp
-1,-0.008283388485056418,-0.010038206907043894,3.8669605401889934E-07,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.007779246790813946,-0.010037529219009026,4.478928578572142E-07,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.007275357167418594,-0.01003670056739355,5.390406462482678E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.00777171948883483,-0.010036021073069981,6.00115449224739E-07,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.0072678336290904685,-0.010035190616836788,6.611413115026679E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.007764199712275869,-0.01003450931956542,6.921182630733464E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.008260317612419677,-0.010033977062053275,6.930703339118327E-07,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.007756187453613523,-0.010033293725170743,6.940215392757868E-07,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.007252309359886772,-0.010032459429861158,6.949718797147688E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.007748683205206774,-0.010031774296993761,6.95921355778166E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.008244808863604115,-0.010031238207363744,6.968699680150181E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.008740686459172258,-0.010030851041839288,6.678177169738494E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.009236316115942618,-0.010030612681361519,6.087886032030837E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.009731697957884592,-0.010030523006944476,5.498066125505726E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.010226832108905595,-0.010030581899675064,4.6087171617237994E-07,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.009721718692851197,-0.010030489240713017,4.0200788524024506E-07,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.009216857833504828,-0.010030245151290855,3.731910762420215E-07,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.00871224940458813,-0.010029849752566844,3.443972603899004E-07,FALSE,FALSE,1,1,1,0.01,2,None
1,-0.008207893279885891,-0.010029303165625041,3.156264236116313E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.008703789333245894,-0.010028905511475329,2.868785518432906E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.009199437438579218,-0.01002865667105346,2.581536310284141E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.009694837719859873,-0.010028556525368102,2.2945164711851706E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.010189990300999888,-0.010028604955500793,2.0077258607257426E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.010684895305849334,-0.010028801842605899,1.7211643385771357E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.011179552858196355,-0.010029147067910575,1.4348317644886922E-07,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.011673963081767201,-0.010029640512714731,8.48727998286128E-08,FALSE,FALSE,1,1,1,0.01,2,None
-1,-0.012168126100226263,-0.010030282058390984,-3.6907100129518476E-09,FALSE,TRUE,1,1,0,0.00,0,Reduction
-1,-0.012662042037176096,-0.01003107158638462,-1.221833817776144E-07,FALSE,FALSE,1,1,0,0.00,-1,None
-1,-0.013155711016157453,-0.010032008978213552,-2.7058125885107837E-07,TRUE,FALSE,1,1,1,-0.01,-2,BuildUp
-1,-0.01364913316064932,-0.010033094115468282,-4.1886039929533296E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.014142308594068941,-0.010034326879811862,-5.670208758402212E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.013635237439771962,-0.01003540715297985,-6.850627611748248E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.013128419821052131,-0.010036335056780272,-7.73010127947879E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013621855611141551,-0.01003741071294658,-8.608870340681696E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.014115044683335926,-0.010038634003137696,-9.486935227120963E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.014607987160994203,-0.010040004809085052,-1.0364296370321199E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.015100683167413653,-0.010041523012592552,-1.1240954201567622E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.015593132825829891,-0.010043188495536523,-1.2116909151902584E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.016085336259416924,-0.010045001139865688,-1.2992161652135987E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01657729359128716,-0.010046960827601113,-1.3866712132831401E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.016069004944491573,-0.01004876744083618,-1.444056102431826E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.015560970442019383,-0.010050421101736534,-1.5013948756683813E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01505318995679843,-0.010051921932393052,-1.5586875612779925E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.014545663361820086,-0.01005327005482188,-1.5859341875298915E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.015038390530139122,-0.010054765590964476,-1.6131587826779398E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.015530871334873998,-0.010056408422687648,-1.640361360259572E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.016023105899206507,-0.010058198431930603,-1.6675419338051113E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01551509434625696,-0.0100598355007049,-1.664700516837772E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.015007336799083889,-0.010061319751094415,-1.6318611228726896E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.014499833130684403,-0.010062651305108292,-1.5690477507178392E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.013992583214119116,-0.010063830284680995,-1.5062843844814918E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.013485586922512113,-0.010064856811672344,-1.4435709935809934E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.012978844129050912,-0.010065731007867557,-1.3809075474505162E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013472354706986333,-0.010066752994977292,-1.3482940155412279E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.012965618529632895,-0.010067622654637688,-1.2857063673212336E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.012459135720368135,-0.010068340108557406,-1.1931685869758305E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011952906152508005,-0.010068905478370591,-1.0707046439987698E-06,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011446929699431807,-0.010069318885636908,-9.48338493200751E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010941206234582147,-0.010069580451841592,-8.260700747176816E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010435735631464911,-0.01006969029839548,-7.038993287187753E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010930517763649124,-0.010069948546635057,-6.11826195406201E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010425052504767355,-0.010070055077822496,-5.198266150151926E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009919839978515027,-0.010070010013292705,-4.2790054251475724E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009414880058525825,-0.010069813474306273,-3.06047932898193E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.009910172618496508,-0.01006976558204953,-2.1429274118418828E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009405217532187315,-0.01006956621763457,-1.2261090771639727E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.009900514923421167,-0.010069515502246306,-6.100238757154875E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010395564665959402,-0.01006961331699542,-2.9443135851105195E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010890366883626367,-0.010069859543065407,-2.7909122381555852E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.0113849217001845,-0.010070254061712544,-5.6376331706436964E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010879229239334463,-0.01007049675426583,-5.482076307732065E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01137378962471474,-0.010070887742126965,-8.326643044682946E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010868102729902438,-0.010071126906623297,-1.11689333059245E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010362668678537542,-0.010071214369154872,-1.400894848598358E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.00985748734419833,-0.010071150251047385,-1.3846689978554844E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.009352558600526285,-0.010070934673552228,-1.3684559176576488E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.009847882321225968,-0.010070867757846531,-1.3522556002246166E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010342958380065301,-0.010070949385033195,-1.336068037776153E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010837786900875215,-0.010071179436287948,-1.3198932225406968E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011332368007424723,-0.01007155779285929,-1.3037311467466867E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010826701823421067,-0.010071784336068458,-1.2875818026277658E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010321288472509411,-0.010071859187309391,-9.714451824262977E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.010816127828273103,-0.01007208246790168,-9.55561278383546E-08,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011310719764358912,-0.010072454059090618,-1.2396899357457886E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.010805064404476789,-0.010072673842194233,-1.5235911468482882E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011299661872274496,-0.010073041938603257,-2.1072650510291917E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.011794012041338306,-0.010073558229634077,-2.690471787546167E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.012288115035317583,-0.010074222596675782,-3.273211642586954E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.012781970977799869,-0.01007503492119012,-3.8554849021727595E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013275579992310915,-0.010075995084711456,-4.4372918521651954E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013768942202314706,-0.010077102968846736,-5.318632778278376E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.013262057731213604,-0.010078058455275447,-6.19926796605573E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.012755426702348053,-0.010078861665749568,-6.779197847887539E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.013249048988996825,-0.010079812721946541,-7.358662855923639E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.012742424464502381,-0.010080611505469309,-7.937663275075015E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.012236053252270186,-0.010081258137993349,-8.21619939009137E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011729935225644106,-0.010081752741119642,-8.19451148556527E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.01222407025803123,-0.010082395436374715,-8.172839698932649E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.01171795822290227,-0.010082886105210673,-7.85118402055196E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
-1,-0.012212099243790764,-0.010083524869152247,-7.529784440791012E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011705993194168925,-0.010084011609649753,-6.908640803016466E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
1,-0.011200140197571897,-0.01008434644822613,-6.287992950684135E-07,FALSE,FALSE,1,1,1,-0.01,-2,None
